label,Age,Height,Weight,UsageRate,AssistRate,ThreePtRate,FreeThrowRate,TotalFouls,TotalBlocks,OR3_per48,OR2_per48,DR3_per48,DR2_per48
0,26.110294117647058,199.19117647058823,95.66911764705883,18.57720588235295,12.495588235294122,0.43005882352941177,0.22075,125.70588235294117,24.102941176470587,0.5048080882352941,0.9355676470588232,2.4720411764705865,3.07345294117647
1,25.91919191919192,207.7070707070707,108.24242424242425,19.126262626262626,10.665656565656569,0.275848484848485,0.3043131313131313,178.77777777777777,59.43434343434343,1.0323121212121213,2.337711111111111,3.3829212121212144,4.892126262626262
2,27.029850746268657,190.65671641791045,86.83582089552239,21.87313432835821,26.141791044776127,0.3585671641791044,0.23089552238805974,109.29850746268657,17.52238805970149,0.3840194029850747,0.6347611940298507,2.2647373134328355,2.8078910447761185
